input,target,gpt_prediction,mixed_model_prediction,gpt_smooth_bleu_score,mixed_model_smooth_bleu_score,,,,,,,,,,
"summarize: def copy(self, effects=None, target=None):
        """"""

        """"""
        warning = """"""File.copy method is deprecated and will be
            removed in 4.0.0.
            Please use `create_local_copy`
            and `create_remote_copy` instead.
        """"""
        logger.warn('API Warning: {0}'.format(warning))

        if target is not None:
            return self.create_remote_copy(target, effects)
        else:
            return self.create_local_copy(effects)",Creates a File Copy on Uploadcare or Custom Storage.        File.copy method is deprecated and will be removed in 4.0.0.    Please use `create_local_copy` and `create_remote_copy` instead.,"# Copy a new copy of the source and the copy of the copy_file = self._get_current_path() for copy in copy_file: if copy == None: self._create_remote_copy(copy, copy) else: self._create_remote_copy(copy, copy) # Create a new copy of the file for copy in copy: copy_file.set_copy(copy) return copy Copy a new copy of the files from the given file.",Get an effect on the local_copy of the specified effect.,20.94522961,4.163403398,12.5543165,,,,,,,,,
"summarize: def draw(self):
        """"""
        
        """"""
        if not self.visible:
            # Simple visibility check, has to be tested to see if it works properly
            return
        
        if not isinstance(self.submenu,Container):
            glEnable(GL_SCISSOR_TEST)
            glScissor(*self.pos+self.size)
        
        SubMenu.draw(self)
        
        if not isinstance(self.submenu,Container):
            glDisable(GL_SCISSOR_TEST)",Draws the submenu and its background.        Note that this leaves the OpenGL state set to 2d drawing and may modify the scissor settings.,"return # Simple visible by disabled self.submenu.draw(self.submenu) # For notifications, the final visible by the position is in the Visible # when the visible is assigned, which is notified # so we have the case we just assigned if self.submenu.is_printer(): self.submenu.draw(self.submenu) else: self.submenu.draw(self.submenu) # Show the visible by any of the size and the iterations self.submenu.draw(self.submenu) # Show the visible by any of the visible by the size and the # size and the iterations in the position of the visible by the",return self.submenu.draw(self.submenu) self.submenu.draw(self.submenu) self.submenu.draw(self.submenu) self.submenu.draw(self.submenu) return glEnable(self.submenu) Draw the scissolibrary.,9.49319258,15.55294883,12.52307071,,,,,,,,,
"summarize: def like(self, **kwargs):
        '''
        
        '''
        new = []
        for k, v in kwargs.items():
            v = self._check(k, v, 'like')
            new.append(Pattern(k, v))
        return self.replace(filters=self._filters+tuple(new))","When provided with keyword arguments of the form ``col=pattern``, this    will limit the entities returned to those that include the provided    pattern. Note that 'like' queries require that the ``prefix=True``    option must have been provided as part of the column definition.",If any of the aligned kwargs is already tried as a list of aligned kwargs and the like filters in the given kwargs.,Return a list of all tuples that is passed in the supplied any instances of the like object. The like objects are like objects are like objects.,9.906671461,14.99843516,12.45255331,,,,,,,,,
"summarize: def setattr(self, name, value):
    # type: (Any, Any, Any) -> Any
    '''
    '''
    try:
        self._lens_setattr
    except AttributeError:
        selfcopy = copy.copy(self)
        builtin_setattr(selfcopy, name, value)
        return selfcopy
    else:
        return self._lens_setattr(name, value)","Takes an object, a string, and a value and produces a new object  that is a copy of the original but with the attribute called ``name``  set to ``value``.",Set the value of the Any and any of the values of the specified values,Returns the keysetattr in any values of the given value.,15.99736631,8.879230737,12.43829852,,,,,,,,,
"summarize: def check_standard_dir(module_path):
    """"""""""""
    if 'site-packages' in module_path:
        return True
    for stdlib_path in _STDLIB_PATHS:
        if fnmatch.fnmatchcase(module_path, stdlib_path + '*'):
            return True
    return False",Checks whether path belongs to standard library or installed modules.,"summarize: def check_standard_dir(module_path): """""""""""" if'site-packages' in module_path: return True for stdlib_path in _STDLIB_PATHS: if fnmatch.fnmatchcase(module_path, stdlib_path + '*'): return True return False Checks if the module directory exists.","summarize: def check_standard_dir(module_path): """""""""""" if'site-packages' in module_path: return True for stdlib_path in _STDLIB_PATHS: if fnmatch.fnmatchcase(module_path, stdlib_path + '*'): return True return False Check for a given module path and standard_dir.",12.88964894,11.858254,12.37395147,,,,,,,,,
"summarize: def read_aphi_from_file(self, file_name):
        """"""
        """"""
        lg.info('Reading ahpi absorption')
        try:
            self.a_phi = self._read_iop_from_file(file_name)
        except:
            lg.exception('Problem reading file :: ' + file_name)
            self.a_phi = -1",Read the phytoplankton absorption file from a csv formatted file,"summarize: def read_aphi_from_file(self, file_name): """""" """""" lg.info('Reading ahpi absorption') try: self.a_phi = self._read_iop_from_file(file_name) except: lg.exception('Problem reading file ::'+ file_name) self.a_phi = -1 return lg Read a Iop file from the file.","summarize: def read_aphi_from_file(self, file_name): """""" """""" lg.info('Reading ahpi absorption') try: self.a_phi = self._read_iop_from_file(file_name) except: lg.exception('Problem reading file ::'+ file_name) self.a_phi = -1 lg.sort() return lg Read a HTML reading file.",13.42494003,11.31251623,12.36872813,,,,,,,,,
"summarize: def _process_pong(self):
        """"""
        
        """"""
        if len(self._pongs) > 0:
            future = self._pongs.pop(0)
            future.set_result(True)
            self._pongs_received += 1
            self._pings_outstanding -= 1",Process PONG sent by server.,self._pongs_in_pong(0) else: self._pongs_in_pong(0) Process pong.,return self._ping_pong Returns the ping ping positive pattern.,14.37066668,9.985128355,12.17789752,,,,,,,,,
"summarize: def load(self):
        """"""
        
        """"""
        self._check_open()
        try:
            data = json.load(self.file, **self.load_args)
        except ValueError:
            data = {}
        if not isinstance(data, dict):
            raise ValueError('Root JSON type must be dictionary')
        self.clear()
        self.update(data)","Force reloading the data from the file.    All data in the in-memory dictionary is discarded.    This method is called automatically by the constructor, normally you    don't need to call it.",return data Load the server and return the data from the server server.,self._check_open() self._check_open() self.update_data(data) self.update_data(data) self._check_open() Gets the JSON configuration for the given client,10.44246708,13.61896858,12.03071783,,,,,,,,,
"summarize: def main():
    rollbar.init('ACCESS_TOKEN', environment='test', handler='twisted')

    """"""""""""
    factory = protocol.ServerFactory()
    factory.protocol = Echo
    reactor.listenTCP(8000, factory)
    reactor.run()",This runs the protocol on port 8000,return factory Main access to the Geometry rollbar.,"factory.clear() factory.setHandler(""ECASS_TOKEN"", 0, env=env, rollback=env, inst=inst, rollback=rollback, rollback=rollback, install_handler=inst, install_handler=rollback, content_type=rollback, rollback=rollback, echo=rollback, abspath=env, abspath=env, install_password=install_handler, headers=rollback, factory=rollback, dest_path=dest_path, clear_on_dir=dest_path, rollback=dest_path, install_handler=install_handler) factory.add_rollback( rollback=env, env=env, handler=env, install_handler=install_handler, handler=env, factory=env, ro",13.97557324,9.984094713,11.97983398,,,,,,,,,
"summarize: def t_ARROW(self, t):
        ""
        t.endlexpos = t.lexpos + len(t.value)
        return t","r""\-\>",Get a target to a specified target.,.value Returns an ID of an XROW data.,7.321957801,16.62368086,11.97281933,,,,,,,,,
"summarize: def show(self,index=None):
        """"""""""""

        index = self._get_index(index)
        if index is None:
            return

        print >>io.stdout, self.marquee('<%s> block # %s (%s remaining)' %
                           (self.title,index,self.nblocks-index-1))
        print >>io.stdout,(self.src_blocks_colored[index])
        sys.stdout.flush()",Show a single block on screen,Load titles to the title,self.src_blocks.close() self.src_blocks.close() self._flush() self._flush() self._flush() Prints a Flush message on the marked IO,17.00126667,6.927137605,11.96420214,,,,,,,,,
"summarize: def _exit_gracefully(self, signum, frame):
        """"""
        
        """"""
        self.log.info(""Exiting gracefully upon receiving signal %s"", signum)
        self.terminate()
        self.end()
        self.log.debug(""Finished terminating DAG processors."")
        sys.exit(os.EX_OK)",Helper method to clean up DAG file processors to avoid leaving orphan processes.,self.terminate() if self.process_installed: self.terminate() self.terminate() Exits a gracefully up a signal,if frame is None: frame = frame else: frame = frame if self.exit_session is None: frame = frame.find_frame() return frame.fetchone() Execute a new URLs.,12.79854399,10.82397178,11.81125789,,,,,,,,,
"summarize: def init(self, context):
        """"""
        """"""
        self.cache = Cache()
        self.current_page_context = context
        self.current_request = context.get('request', None) if context else None
        self.current_lang = get_language()

        self._current_app_is_admin = None
        self._current_user_permissions = _UNSET
        self._items_urls = {}  # Resolved urls are cache for a request.
        self._current_items = {}",Initializes sitetree to handle new request.,"self._cache_cache_key = Cache() self._cache = Cache() self._cache.set_request('cache', Cache()) self._cache_cache(self._cache, Cache()) Initialize the current GET request.",self._set_current_request(context) return self._get_context(context) Create an existing context.,12.31272809,11.29145324,11.80209067,,,,,,,,,
"summarize: def _build_point_formats_dtypes(point_format_dimensions, dimensions_dict):
    """""" 
    """"""
    return {
        fmt_id: _point_format_to_dtype(point_fmt, dimensions_dict)
        for fmt_id, point_fmt in point_format_dimensions.items()
    }","Builds the dict mapping point format id to numpy.dtype  In the dtypes, bit fields are still packed, and need to be unpacked each time  you want to access them",Returns a list of dimensions points to a dimensions for a dtype,"Returns a point tuple of the point fields, or list of points are valid points.",8.402143898,14.91531667,11.65873028,,,,,,,,,
"summarize: def link_destroyed(self, link):
        """"""""""""
        self._links.discard(link)
        if not self._links:
            # no more links
            LOG.debug(""destroying unneeded session"")
            self._pn_session.close()
            self._pn_session.free()
            self._pn_session = None
            self._connection = None",Link has been destroyed.,self._client.close() self._pn_session.close() self._links.discard(link) return self._links[0] Return a link to descard,self._pn_session.free() self._pn_session.close() Update an ID.,5.134481197,18.025288,11.5798846,,,,,,,,,
"summarize: def gmtime_adj_notAfter(self, amount):
        """"""
        
        """"""
        if not isinstance(amount, int):
            raise TypeError(""amount must be an integer"")

        notAfter = _lib.X509_get_notAfter(self._x509)
        _lib.X509_gmtime_adj(notAfter, amount)",Adjust the time stamp on which the certificate stops being valid.,"return self._adjust_notAfter(self._x509_gmtime_adj, amount) Gmtimes an integer adjusted by the amount.","_lib.X509_gmtime_adj(amount, _lib) self.lblTimeData(after=amount) return _lib.X509_GMT(self.gmtime.timedelta(""%Y%m%d%H%M%S"")) Get after after the after the normal element.",14.31604914,8.767094135,11.54157164,,,,,,,,,
"summarize: def _override_setuptools(req):
    """"""

    """"""
    if req.project_name == 'setuptools':
        if not len(req.specs):
            # Just setuptools: ok
            return True
        for comparator, version in req.specs:
            if comparator in ['==', '>=', '>']:
                if '0.7' in version:
                    # We want some setuptools not from the 0.6 series.
                    return False
        return True
    return False",Return True when distribute wants to override a setuptools dependency.,"summarize: def _override_setuptools(req): """""" """""" if req.project_name =='setuptools': if not len(req.specs): # Just setuptools: ok return True for comparator, version in req.specs: if comparator in ['==', '>=', '>']: if '0.7' in version: # We want some setuptools not from the 0.6 series. return False return True return False Returns True if an override_setuptools is true.","summarize: def _override_setuptools(req): """""" """""" if req.project_name =='setuptools': if not len(req.specs): # Just setuptools: ok return True for comparator, version in req.specs: if comparator in ['==', '>=', '>']: if '0.7' in version: # We want some setuptools not from the 0.6 series. return False return True return False Returns a setuptools to the setuptools too.",11.17181237,11.74603487,11.45892362,,,,,,,,,
"summarize: def main():
    """"""
    
    """"""

    # getting info for creating event
    options = parse_options()
    config = parse_config(options)
    credentials = get_google_credentials(options, config)

    if not options.get_google_credentials:
        create_event(options, config, credentials)",Processing notification call main function.,"return options.get_google_credentials(options, config, credentials) Maine process of Google events into Google Event.","else: create_google_credentials(options, config) return config Main event from an event.",11.84747653,10.40509703,11.12628678,,,,,,,,,
"summarize: def _get_remote_settle_modes(pn_link):
    """"""
    """"""
    modes = {}
    snd = pn_link.remote_snd_settle_mode
    if snd == proton.Link.SND_UNSETTLED:
        modes['snd-settle-mode'] = 'unsettled'
    elif snd == proton.Link.SND_SETTLED:
        modes['snd-settle-mode'] = 'settled'
    if pn_link.remote_rcv_settle_mode == proton.Link.RCV_SECOND:
        modes['rcv-settle-mode'] = 'second'
    return modes",Return a map containing the settle modes as provided by the remote.  Skip any default value.,"summarize: def _get_remote_settle_modes(pn_link): """""" """""" modes = {} snd = pn_link.remote_snd_settle_mode if snd == proton.Link.SND_UNSETTLED: modes['snd-settle-mode'] = 'unsettled' elif snd == proton.Link.SND_SETTLED: modes['snd-settle-mode'] ='settled' if pn_link.remote_rcv_settle_mode == proton.Link.RCV_SECOND: modes['rcv-settle-mode'] ='second' return modes Returns the settle modes of the link.","summarize: def _get_remote_settle_modes(pn_link): """""" """""" modes = {} snd = pn_link.remote_snd_settle_mode if snd == proton.Link.SND_UNSETTLED: modes['snd-settle-mode'] = 'unsettled' elif snd == proton.Link.SND_SETTLED: modes['snd-settle-mode'] ='settled' if pn_link.remote_rcv_settle_mode == proton.Link.RCV_SECOND: modes['rcv-settle-mode'] ='second' return modes Remove any remote settled by the remote_rcv_settled triggered settled",10.86676978,10.96771084,10.91724031,,,,,,,,,
"summarize: def handle_ignored_message(
        self, state_scope, msgid, line, node, args, confidence
    ):  # pylint: disable=unused-argument
        """"""
        """"""
        if state_scope == MSG_STATE_SCOPE_MODULE:
            try:
                orig_line = self._suppression_mapping[(msgid, line)]
                self._ignored_msgs[(msgid, orig_line)].add(line)
            except KeyError:
                pass",Report an ignored message.,"else: self._ignored_msgs[(msgid, orig_line)].add(line) return orig_line Handle a message to a given message.","except KeyError: pass return self._suppression_to_event(state_scope, node, node, confidence, confidence) Return a MSG message to the more than the scope.",14.16904481,7.645701175,10.90737299,,,,,,,,,
"summarize: def standard(cls, element):
        """"""
        
        """"""

        # We remove all special characters and return the formatted string.
        return (
            Regex(element, cls.regex_replace, replace_with=""@funilrys"")
            .replace()
            .replace(""@funilrys"", """")
        )",Implement the standard and alphabetical sorting.,"summarize: def standard(cls, element): """""" """""" # We remove all special characters and return the formatted string. return ( Regex(element, cls.regex_replace, replace_with=""@funilrys"") .replace() .replace(""@funilrys"", """") ) Standard the given element.","summarize: def standard(cls, element): """""" """""" # We remove all special characters and return the formatted string. return ( Regex(element, cls.regex_replace, replace_with=""@funilrys"") .replace() .replace(""@funilrys"", """") ) Standard the standard standard elements.",10.90666474,10.80827794,10.85747134,,,,,,,,,
"summarize: def get_language(self, text):
        """""" 
        """"""
        files = {'text': text}
        res, status_code = self.post(self.language_service, files=files)

        if status_code != 200:
            logger.debug('Language recognition failed.')

        return self.decode(res), status_code",Recognise the language of the text in input,"summarize: def get_language(self, text): """""" """""" files = {'text': text} res, status_code = self.post(self.language_service, files=files) if status_code!= 200: logger.debug('Language recognition failed.') return self.decode(res), status_code Returns the language representation of the text or code for the text.","summarize: def get_language(self, text): """""" """""" files = {'text': text} res, status_code = self.post(self.language_service, files=files) if status_code!= 200: logger.debug('Language recognition failed.') return self.decode(res), status_code Returns the language of the given text.",10.27955056,10.97969912,10.62962484,,,,,,,,,
"summarize: def _broadcast_maybelist_arg(states, secondary_arg, name):
  """"""""""""
  if _is_list_like(secondary_arg):
    if len(secondary_arg) != len(states):
      raise ValueError('Argument `%s` was a list of different length ({}) than '
                       '`states` ({})'.format(name, len(states)))
  else:
    secondary_arg = [secondary_arg] * len(states)

  return secondary_arg",Broadcast a listable secondary_arg to that of states.,"summarize: def _broadcast_maybelist_arg(states, secondary_arg, name): """""""""""" if _is_list_like(secondary_arg): if len(secondary_arg)!= len(states): raise ValueError('Argument `%s` was a list of different length ({}) than ' '`states` ({})'.format(name, len(states))) else: secondary_arg = [secondary_arg] * len(states) return secondary_arg Convert broadcast arguments to secondary arguments","summarize: def _broadcast_maybelist_arg(states, secondary_arg, name): """""""""""" if _is_list_like(secondary_arg): if len(secondary_arg)!= len(states): raise ValueError('Argument `%s` was a list of different length ({}) than ' '`states` ({})'.format(name, len(states))) else: secondary_arg = [secondary_arg] * len(states) return secondary_arg Returns a dict of relations of a states.",10.62648606,10.63107443,10.62878025,,,,,,,,,
"summarize: def main(argv):
    """"""
    
    """"""
    global g_test_root_dir
    global g_temp_filename

    if len(argv) < 2:
        print(""invoke this script as python extractGLRMRuntimeJavaLog.py javatextlog.\n"")
        sys.exit(1)
    else:   # we may be in business
        javaLogText = argv[1]         # filename while java log is stored

        print(""your java text is {0}"".format(javaLogText))
        extractRunInto(javaLogText)","Main program. Take user input, parse it and call other functions to execute the commands  and extract run summary and store run result in json file","g_metrics = get_global_metrics(argv) g_metrics = get_global_metrics(arg_metrics) g_metrics.update(g_metrics) g_metrics.update(g_metrics) # we don't want to add the extractGLRMRuntimeJavaLog # which is the final lines, but we are done, the global lines we just create the metrics # when the global lines were the global lines were were just add the javaLog.py. # which would be done in the extractGLRMRuntimeJaVaLog.py. extractRunInto(javaLog.metrics) # we are","sys.exit(1) # store while we need to add any java packages, # just add the java ExecutionJob # if there is a javaLog # as there is no packages, it's just replace this packages. packages = [] for arg in argv: packages.append(arg) # add the arguments in any arguments to the global java file argv = [] for arg in argv: packages.append(arg) # Get the packages, which can be used to script java file # and there. for package in packages: packages.append(package) # Get",8.653915225,12.57212604,10.61302063,,,,,,,,,
"summarize: def lowercase_ext(filename):
    """"""
    
    """"""
    if '.' in filename:
        main, ext = os.path.splitext(filename)
        return main + ext.lower()
    # For consistency with os.path.splitext,
    # do not treat a filename without an extension as an extension.
    # That is, do not return filename.lower().
    return filename","This is a helper used by UploadSet.save to provide lowercase extensions for  all processed files, to compare with configured extensions in the same  case.",Returns the filename without a filename and returns an extension.,".replace(""."", ""."") Returns the lowercase of the filename.",12.64533179,8.461649529,10.55349066,,,,,,,,,
"summarize: def pool_full(self, session):
        """"""
        
        """"""
        if not self.task.pool:
            return False

        pool = (
            session
            .query(Pool)
            .filter(Pool.pool == self.task.pool)
            .first()
        )
        if not pool:
            return False
        open_slots = pool.open_slots(session=session)

        return open_slots <= 0",Returns a boolean as to whether the slot pool has room for this    task to run,"summarize: def pool_full(self, session): """""" """""" if not self.task.pool: return False pool = ( session .query(Pool) .filter(Pool.pool == self.task.pool) .first() ) if not pool: return False open_slots = pool.open_slots(session=session) return open_slots <= 0 Returns True if the slots found.","summarize: def pool_full(self, session): """""" """""" if not self.task.pool: return False pool = ( session .query(Pool) .filter(Pool.pool == self.task.pool) .first() ) if not pool: return False open_slots = pool.open_slots(session=session) return open_slots <= 0 Return a list of pools that are found to the input following about the given sessions.",11.17194795,9.826581582,10.49926477,,,,,,,,,
"summarize: def preprocess_JPEG(self, image, **kwargs):
        """"""
        
        """"""
        save_kwargs = {
            'progressive': VERSATILEIMAGEFIELD_PROGRESSIVE_JPEG,
            'quality': QUAL
        }
        if image.mode != 'RGB':
            image = image.convert('RGB')
        return (image, save_kwargs)",Receive a PIL Image instance of a JPEG and returns 2-tuple.,"summarize: def preprocess_JPEG(self, image, **kwargs): """""" """""" save_kwargs = { 'progressive': VERSATILEIMAGEFIELD_PROGRESSIVE_JPEG, 'quality': QUAL } if image.mode!= 'RGB': image = image.convert('RGB') return (image, save_kwargs) Reads JPEG and returns JPEG","summarize: def preprocess_JPEG(self, image, **kwargs): """""" """""" save_kwargs = { 'progressive': VERSATILEIMAGEFIELD_PROGRESSIVE_JPEG, 'quality': QUAL } if image.mode!= 'RGB': image = image.convert('RGB') return (image, save_kwargs) Returns a JPEG object from an image.",10.89662789,9.738215182,10.31742154,,,,,,,,,
"summarize: def _random_adjspecies_pair():
    """"""""""""
    describer, desc_position = random_describer()
    if desc_position == 'prefix':
        return (describer, random_species())
    elif desc_position == 'suffix':
        return (random_species(), describer)",Return an ordered 2-tuple containing a species and a describer.,"summarize: def _random_adjspecies_pair(): """""""""""" describer, desc_position = random_describer() if desc_position == 'prefix': return (describer, random_species()) elif desc_position =='suffix': return (random_species(), describer) else: return desc_position Get a species pair of a species pair of a describer.","summarize: def _random_adjspecies_pair(): """""""""""" describer, desc_position = random_describer() if desc_position == 'prefix': return (describer, random_species()) elif desc_position =='suffix': return (random_species(), describer) else: return (desc_position + desc_position) Returns a list of description of the species and adjacencying the description of the description.",10.78143902,9.816231595,10.29883531,,,,,,,,,
"summarize: def main():
    """"""""""""

    args = parser.parse_args()
    run_ms_bot_framework_server(agent_generator=make_agent,
                                app_id=args.ms_id,
                                app_secret=args.ms_secret,
                                stateful=True)",Parse parameters and run ms bot framework,"if not args.is_init(): sys.exit(not args.ms_id) try: # If the agent is do not already in add the agent. agent_generator = run_ms_bot_framework_server(agent_generator, app_secretator=app_secretator, stateful=stateful) agent_generator = run_ms_bot_framework_server(agent_generator=agent_generator, app_id=app_id, stateful=stateful) except Exception as e: raise errors.InvalidAgent( ""Command: %s: %s: %s"" % ( agent_generator, agent_generator, e)) return agent_generator Parse a list of agents for a given agent.","return run_ms_bot_framework_server(run_ms_bot_framework, run_ms_bot_framework_server) Return a multiple server.",4.590494753,15.70995853,10.15022664,,,,,,,,,
"summarize: def run(self, dag):
        """"""
        
        """"""
        num_dag_qubits = sum([qreg.size for qreg in dag.qregs.values()])
        if num_dag_qubits > self.coupling_map.size():
            raise TranspilerError('Number of qubits greater than device.')
        self.property_set['layout'] = Layout.generate_trivial_layout(*dag.qregs.values())","Pick a layout by assigning n circuit qubits to device qubits 0, .., n-1.",self.property_set['dag_qubits'] = self.property_set['layout'] self.property_set['layout'] = self.property_set['layout'] self.property_set['layout'] = layout = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.property_set['layout'] = layout self.proper,"return self.property_set_diag_qubits(dag.qubits, num_dag_qubits, num_dag_qubits) Returns the running dag.",1.916388429,18.33990039,10.12814441,,,,,,,,,
"summarize: def stretch_demo(input_file, output_file, speed):
    '''
    '''

    # 1. Load the wav file, resample
    print('Loading ', input_file)

    y, sr = librosa.load(input_file)

    # 2. Time-stretch through effects module
    print('Playing back at {:3.0f}% speed'.format(speed * 100))

    y_stretch = librosa.effects.time_stretch(y, speed)

    print('Saving stretched audio to: ', output_file)
    librosa.output.write_wav(output_file, y_stretch, sr)",Phase-vocoder time stretch demo function.,Save the output file to library.,"# 1. 3. Maybe create the stream print('Loading stretch...', speed) stretch.stream.write(""Effects."") # 2. If we don't load any effects, it's any... stretch.stream.write(""{:3f}"".format(speed)) # 2. If we'll have a function then avoid augmenting the # over the speed to stream which create a bug # then save the folder streaming stream_size = 100 for i in range(speed): if i == 0: stream_size += 1 else: stream_size = librosa.SpeedStream( y, speed) speed =",15.1680645,5.072819057,10.12044178,,,,,,,,,
"summarize: def cylindrical_vert(script, radius=1.0, inside=True):
    """"""
    """"""
    if inside:
        function = 'sqrt(x^2+y^2)<={}'.format(radius)
    else:
        function = 'sqrt(x^2+y^2)>={}'.format(radius)
    vert_function(script, function=function)
    return None",Select all vertices within a cylindrical radius,"summarize: def cylindrical_vert(script, radius=1.0, inside=True): """""" """""" if inside: function ='sqrt(x^2+y^2)<={}'.format(radius) else: function ='sqrt(x^2+y^2)>={}'.format(radius) vert_function(script, function=function) return None Finds an vert between vertical vert","summarize: def cylindrical_vert(script, radius=1.0, inside=True): """""" """""" if inside: function ='sqrt(x^2+y^2)<={}'.format(radius) else: function ='sqrt(x^2+y^2)>={}'.format(radius) vert_function(script, function=function) return None Calculates a MacroPlot object from sqrt.",10.3543953,9.812156553,10.08327593,,,,,,,,,
"summarize: def deregister_job(self, id, purge=None):
        """""" 
        """"""
        params = None
        if purge is not None:
            if not isinstance(purge, bool):
                raise nomad.api.exceptions.InvalidParameters(""purge is invalid ""
                        ""(expected type %s but got %s)""%(type(bool()), type(purge)))
            params = {""purge"": purge}
        return self.request(id, params=params, method=""delete"").json()","Deregisters a job, and stops all allocations part of it.",Deletes a job with the job.,Gets the default job object from its job,10.51444651,9.292359048,9.903402779,,,,,,,,,
"summarize: def require_boss(self, callback):
        """"""
        """"""
        def inner(nick, message, channel, *args, **kwargs):
            if nick != self.boss:
                return
            
            return callback(nick, message, channel, *args, **kwargs)
        return inner",\    Decorator to ensure that commands only can come from the boss,"summarize: def require_boss(self, callback): """""" """""" def inner(nick, message, channel, *args, **kwargs): if nick!= self.boss: return return callback(nick, message, channel, *args, **kwargs) return inner(nick, message, channel, *args, **kwargs) Allows the bounds to the specified box.","summarize: def require_boss(self, callback): """""" """""" def inner(nick, message, channel, *args, **kwargs): if nick!= self.boss: return return callback(nick, message, channel, *args, **kwargs) return inner Decorator to require the requirements on the given message.",7.463917733,12.29755661,9.880737172,,,,,,,,,
"summarize: def open(self):
        """"""""""""
        self.stats = self.linter.add_stats()
        self._returns = []
        self._branches = defaultdict(int)
        self._stmts = []",initialize visit variables,"for k,v in self._branches.items(): self._v.priority = k self._priority.append(v) self._handle_back() Plot the stats of the files in the files",for key in self.stats: if key not in self.stats: self.stats.append(key) return self.stats Return a list of keys in the given branches in the page.,3.81498576,15.42257398,9.61877987,,,,,,,,,
"summarize: def get_data(self, cache=True, as_text=False, parse_form_data=False):
        """"""
        """"""
        rv = getattr(self, '_cached_data', None)
        if rv is None:
            if parse_form_data:
                self._load_form_data()
            rv = self.stream.read()
            if cache:
                self._cached_data = rv
        if as_text:
            rv = rv.decode(self.charset, self.encoding_errors)
        return rv",This reads the buffered incoming data from the client into one    bytestring. By default this is cached but that behavior can be    changed by setting `cache` to `False`.,Returns the data for the given text and its characters.,.get_response_form_data() Return the data from the data in the given cache.,5.970587621,13.19046957,9.580528596,,,,,,,,,
"summarize: def _backup(self):
        """"""
        
        """"""

        if PyFunceble.CONFIGURATION[""mining""]:
            # The mining is activated.

            # We backup our mined informations.
            Dict(PyFunceble.INTERN[""mined""]).to_json(self.file)",Backup the mined informations.,"# We have a backup our function. # We can just check that the job jobs are integers. if Dict(self.file): # The file exists for the jobs are fully return self._create_jobs(jobs_key, jobs_key, self.file) return jobs_key Load the jobs into the file and return it.","return Dict(self.files, ""wb"", Dict(self.files, ""wb"")) else: return Dict(self.files, ""wb"", Dict(self.files, ""wb"")) Write a Minimal.",5.315301922,13.40419553,9.359748726,,,,,,,,,
"summarize: def surface_to_element_sets(self, tag):
    """"""
    
    """"""
    surface = self.elements.surfaces[tag]
    for findex in surface.keys():
      if surface[findex].sum() != 0:
        self.elements[(""sets"", ""_SURF_{0}_FACE{1}""
                     .format(tag, findex[1:]), """")] = surface[findex]",Creates elements sets corresponding to a surface.,"summarize: def surface_to_element_sets(self, tag): """""" """""" surface = self.elements.surfaces[tag] for findex in surface.keys(): if surface[findex].sum()!= 0: self.elements[(""sets"", ""_SURF_{0}_FACE{1}"" .format(tag, findex[1:]), """")] = surface[findex] return surface Converts an element set to a surface element.","summarize: def surface_to_element_sets(self, tag): """""" """""" surface = self.elements.surfaces[tag] for findex in surface.keys(): if surface[findex].sum()!= 0: self.elements[(""sets"", ""_SURF_{0}_FACE{1}"" .format(tag, findex[1:]), """")] = surface[findex] return surface Returns a surface to an iterable sets of elements.",9.3803038,9.299362036,9.339832918,,,,,,,,,
"summarize: def join_html_attrs(attrs):
    """"""
    """"""
    attrs = collections.OrderedDict(freeze_dict(attrs or {}))
    template = ' '.join('%s=""{%d}""' % (k, i) for i, k in enumerate(attrs))
    return template, list(attrs.values())",Joins the map structure into HTML attributes.,"summarize: def join_html_attrs(attrs): """""" """""" attrs = collections.OrderedDict(freeze_dict(attrs or {})) template =''.join('%s=""{%d}""' % (k, i) for i, k in enumerate(attrs)) return template, list(attrs.values()) List HTML attributes to ""host"".","summarize: def join_html_attrs(attrs): """""" """""" attrs = collections.OrderedDict(freeze_dict(attrs or {})) template =''.join('%s=""{%d}""' % (k, i) for i, k in enumerate(attrs)) return template, list(attrs.values()) Fills the HTML object.",10.13335859,8.503352101,9.318355346,,,,,,,,,
