input,target,gpt_prediction,mixed_model_prediction,gpt_smooth_bleu_score,mixed_model_smooth_bleu_score
generate: Get all the boards for this organisation. Returns a list of Board s.,"def get_boards(self, **query_params):
        '''
        
        '''
        boards = self.get_boards_json(self.base_uri, query_params=query_params)

        boards_list = []
        for board_json in boards:
            boards_list.append(self.create_board(board_json))

        return boards_list","def get_boards(self, boards): """""" """""" boards = [] boards = [] for board in boards: board = self.get_boards(board) board = self.get_boards(board) board.append(board) return boards","def get_board_s(self): """""" """""" board_s = self.get_board_s(self.board_s) board_s = [] for board_s in board_s: board_s.append(board_s) return board_s",50.81892335,42.9862655
generate: Emits an event if there are any subscribers.,"def dispatch(self, event, *args, **kwargs):
        """"""
        """"""
        # No event, no subscribers.
        if event not in self._subscribers:
            return

        for subscriber in self._subscribers[event]:
            subscriber.callback(*args, **kwargs)","def event(self, subscribers): """""" """""" if subscribers == []: subscribers = [] for subscriber in subscribers: subscribers.append(subscribers) for subscriber in subscribers: subscribers.append(subscribers) return subscribers","def _create_subscribers(self, event): """""" """""" if event.get('success'): event.set('success') else: event.set('success') event.set('success') event.set('success') return event",48.01002181,32.43907195
generate: Encode a dataset using the hidden layer activations of our network.,"def encode(self, x, layer=None, sample=False, **kwargs):
        '''
        '''
        enc = self.feed_forward(x, **kwargs)[self._find_output(layer)]
        if sample:
            return np.random.binomial(n=1, p=enc).astype(np.uint8)
        return enc","def encode(self, layer, layer): """""" """""" layer = self._encode(layer) layer = self._encode(layer) layer = self._encode(layer) layer.flush() return layer","def encode(self, dataset, mode='uf-8', end='utf-8', **kwargs): """""" """""" dataset = self.fetchone() if end == 'true': raise IOError( 'Unable to encoded dataset for mode ""%s"".' % ( end, self.encode(dataset))) return self.encode(dataset, **kwargs)",28.0068901,34.86916512
generate: Converts a human-readable timestamp into a Python ``DateTime`` object,"def human_timestamp_to_datetime(human_timestamp, to_utc=False):
    """"""
    
    """"""

    settings = {}

    if to_utc:
        settings = {""TO_TIMEZONE"": ""UTC""}

    return dateparser.parse(human_timestamp, settings=settings)",". def _timestamp_to_date(self, human_time): """""" """""" human_time = datetime.datetime.fromtimestamp(human_time) return datetime.datetime.today()",". def python_readable_timestamp(self, human_readable, timestamp_bar): """""" """""" if human_readable: return self.cloud_update(human_readable, timestamp_bar) else: return self.cloud_update(human_readable, timestamp_bar)",42.44355461,39.50510854
generate: Get the cast & crew credits for a TV season by season number.,"def credits(self, **kwargs):
        """"""
        
        """"""
        path = self._get_series_id_season_number_path('credits')

        response = self._GET(path, kwargs)
        self._set_attrs_to_values(response)
        return response","def get_cast_credits(self, season_number): """""""""""" cast_credits = self.get_cast_credits(season_number) cast_credits = self.get_cast_credits(season_number) return cast_credits","def get_cast_cancel(self, season_number): """""""""""" try: return season_number.get(season_number, 1) except TypeError: raise ValueError('These argument must be a list of type ' 'one of type ' 'int84.')",42.30319976,28.10929813
generate: wrap `with obj` out of func.,"def with_it(obj):
    '''
    
    '''

    def _wrap(func):

        @functools.wraps(func)
        def wrapper(*args, **kwargs):
            with obj:
                return func(*args, **kwargs)

        return wrapper

    return _wrap","def wrap(self, obj): """""" """""" def wrapper(*args, **kwargs): return obj(*args, **kwargs) return wrapper","def wrap_to_func(func, *args, **kwargs): """""" """""" if not func: raise ValueError(""Argument must be a valid function"") func(func.__name__) func(func.__name__, *args, **kwargs) return func",44.67840848,39.73970486
generate: Creates a new instance of the configured executor if none exists and returns it,"def get_default_executor():
    """"""""""""
    global DEFAULT_EXECUTOR

    if DEFAULT_EXECUTOR is not None:
        return DEFAULT_EXECUTOR

    executor_name = configuration.conf.get('core', 'EXECUTOR')

    DEFAULT_EXECUTOR = _get_executor(executor_name)

    log = LoggingMixin().log
    log.info(""Using executor %s"", executor_name)

    return DEFAULT_EXECUTOR",". def new_instance(self, executor): """""""""""" if not executor.is_valid(): return self.instance if executor.is_valid(): return self.instance return self.instance","'s namespace. def get_executor_exists(self): """""""""""" if self.has_executor_exists(self.response_type, self.has_executor_exists): if self.has_executor_exists(self.response_type, self.has_executor_exists): return self.response_type.get_executor_exists(self.response_type, self.has_executor_exists) else: return None",16.19336815,32.44252966
"generate: a function for the client to announce him or herself, depending      on the level specified. If you want your client to have additional      announced things here, then implement the class `_speak` for your      client.","def speak(self):
        '''
           

        '''
        if self.quiet is False:
            bot.info('[client|%s] [database|%s]' %(self.client_name,
                                                   self.database))

            self._speak()","def __speak(self, speak, client): """""""""""" if client.has_speak: return client return speak","def _get_client(self, client_id): """""" """""" self._request(""get_client"", self._client_id, client_id) return client_id",23.43796889,24.3824184
generate: Finds the class folders in a dataset.,"def _find_classes(self, dir):
        """"""
        
        """"""
        if sys.version_info >= (3, 5):
            # Faster and available in Python 3.5 and above
            classes = [d.name for d in os.scandir(dir) if d.is_dir()]
        else:
            classes = [d for d in os.listdir(dir) if os.path.isdir(os.path.join(dir, d))]
        classes.sort()
        class_to_idx = {classes[i]: i for i in range(len(classes))}
        return classes, class_to_idx","def get_class_folders(dataset, class_folders, class_folders): """""" """""" class_folders = class_folders class_folders = [] class_folders.append(class_folders) for class_folders in class_folders: for class_folders in class_folders: if isinstance(class_folders, dict): class_folders.append(class_folders) return class_folders","def folders(self, dataset_id, dataset_id, class_name): """""" """""" dataset_id = self._get_class_dataset_id(dataset_id, dataset_id, class_name, class_name) if not dataset_id: raise InvalidClassNotFoundException( 'Class %s must be found.' % (dataset_id, class_name)) return self._folders.get_object(dataset_id, class_name, class_name, dataset_id)",30.85443878,30.01842298
"generate: Escape the error, and wrap it in a span with class ``error-message``","def default_formatter(error):
    """"""""""""
    quoted = formencode.htmlfill.escape_formatter(error)
    return u'<span class=""error-message"">{0}</span>'.format(quoted)",". def escape(self, error=None, message=None): """""""""""" self.escape(error) self.escape(error) self.escape(message) self.escape(error)",". def _assert_error_message(error_message, message): """""" """""" if not validate_error_message(): return False else: if message.status_code == 'UNSOURC': return False else: return False",29.9778521,26.19545115
generate: Set an exception for the TransferFuture,"def set_exception(self, exception, override=False):
        """"""
        """"""
        with self._lock:
            if not self.done() or override:
                self._exception = exception
                self._status = 'failed'",". def set_exception_for_error(self, error): """""""""""" if error: raise TransferFutureException(error) self.set_exception_for_error(error) self.set_exception_for_error(error)",". def set_error_exception(self, text): """""" """""" self._error_exception_err(text) self._error_exception = text self._error_err(text) self._error_err(text) return True",44.14888738,50.15962594
generate: A unittest suite for one or more doctest files.,"def DocFileSuite(*paths, **kw):
    """"""
    """"""
    suite = unittest.TestSuite()

    # We do this here so that _normalize_module is called at the right
    # level.  If it were called in DocFileTest, then this function
    # would be the caller and we might guess the package incorrectly.
    if kw.get('module_relative', True):
        kw['package'] = _normalize_module(kw.get('package'))

    for path in paths:
        suite.addTest(DocFileTest(path, **kw))

    return suite","def unittest_files(self, suite_files, doctest_files, tuning_files): """""""""""" fname = '%s.%s' % (suite_files, tuning_files) if not fname: fname = fname + '.' + fname + '.' if not os.path.isfile(fname): return None doctest_files = [] for filename in files: if fname == fname: doctest_files.append(fname) doctest_files.append(doctest_files) if not os.path.isfile(fname): return None return None","def _doctest_files(filename, doctest_files): """""" """""" if not os.path.isdir(filename): os.makedirs(filename) if not os.path.isdir(filename): raise ValueError(""Error "" + str(filename)) if not os.path.isdir(filename): raise ValueError(""Error %s"" % filename) if not os.path.exists(filename): os.makedirs(filename) if not os.path.isdir(filename): raise ValueError(""Error must be a filename or filename."") try: finally: os.makedirs(filename) os.makedirs(filename) return os.path.join(doctest_files, filename)",22.34773926,16.30799268
generate: Return True if this is part of a multiline statement.,"def multiline_statement(line, previous_line=''):
    """"""""""""
    for symbol in '\\:;':
        if symbol in line:
            return True

    sio = io.StringIO(line)
    try:
        list(tokenize.generate_tokens(sio.readline))
        return previous_line.rstrip().endswith('\\')
    except (SyntaxError, tokenize.TokenError):
        return True","def is_part(self, statement): """""""""""" if statement is not None: if self.statement is not None: if self.statement is not None: if self.statement is not None: return True else: return True else: return True","def _is_multiline_statement(self): """""" """""" if self.status == 'GET' and self.is_print: return False elif self.status == 'GET' and self.is_print: return True elif self.is_print(): return True elif self.is_print: return False elif self.is_print: return False else: return False",25.879676,32.74628861
generate: Returns the exception's name in an AMP Command friendly format.,"def asAMP(cls):
        """"""
        
        """"""
        parts = groupByUpperCase(cls.__name__)
        return cls, ""_"".join(part.upper() for part in parts)","def get_error_code(command): """""" """""" try: if command == ""true"": return command except IOError: return ""Error: No AMP Command found in the file""","def _get_error(self): """""" """""" if self._error is None: return False if self._error is None: return False return False",23.06173603,24.89188378
generate: Concatecate all log file into a summary text file to be sent to users  at the end of a daily log scraping.,"def update_summary_file():
    """"""
    
    """"""
    global g_summary_text_filename
    global g_output_filename_failed_tests
    global g_output_filename_passed_tests

    with open(g_summary_text_filename,'a') as tempfile:
        write_file_content(tempfile,g_output_filename_failed_tests)
        write_file_content(tempfile,g_output_filename_passed_tests)","def text_file(file_name, full_file=None): """""" """""" text_file = file_name + '.log' if os.path.exists(full_file): text_file = tempfile.name if os.path.exists(full_file): text_file = tempfile.name text_file = tempfile.NamedTemporaryFile(full_file) text_file.seek(0) text_file.seek(0) return text_file","def _concate_file_file_file(filename, filename): """""" """""" logging.debug('Concating file %s...', filename) try: file_file = os.path.join(filename, filename) except OSError as exception: if exception.errno == 200: logging.error(exception) raise except OSError as e: logging.error(e) raise",36.32532295,30.75939795
generate: Fetch and sort time series data from OpenTSDB,"def fetch_sorted_metric(self, *args, **kwargs):
        """"""
        """"""
        return sorted(self.fetch_metric(*args, **kwargs).items(),
            key=lambda x: float(x[0]))",". def fetch(self, queryset): """""""""""" queryset = self.query(queryset) if queryset is None: return queryset return self.fetch(queryset)",". def _fetch_series(self, db_id, data): """""" """""" if data.get('timestamp'): return self._fetch_session(db_id, data) return self._fetch_session(db_id, data)",30.81156801,32.34761976
generate: Load and parse a .csv file,"def parse_file(self, file_path, currency) -> List[PriceModel]:
        """"""  """"""
        # load file
                # read csv into memory?
        contents = self.load_file(file_path)
        prices = []

        # parse price elements
        for line in contents:
            price = self.parse_line(line)
            assert isinstance(price, PriceModel)
            price.currency = currency
            prices.append(price)

        return prices","generate: Load and parse a.csv file def parse_csvfile(self, text, params): """""" """""" from.csvfile import StringIO if not params: raise ValueError('Could not parse.csv file') try: text = params.text except Exception as e: raise ValueError('Unknown file \'{0}'.format(e)) # Load element from file fo = Fo(self.esvfile) fo.write(text) fo.write(fo) return fo","generate: Load and parse a.csv file. def parse_file(f, file_path, inst, suffix): """""" """""" inst = None for line in os.path.exists(file_path): if os.path.exists(line): inst = line.split("":"") if not inst: return False if not inst: continue if not inst: return False else: inst = line if not inst: return False return False return False",31.59267752,37.83456388
generate: Returns the front ID found in `front` at the given `index`.,"def _front_id_from_idx(front, index):
    """"""
    
    """"""
    fidx, sidx = index
    id = front[fidx, sidx]
    if id == 0:
        return -1
    else:
        return id","def front(self, front): """""""""""" if self.index is not None: return self.index.front(front) else: return self.index.front(front)","def _get_front_id(self, id): """""" """""" if self.front_id == 'index': return front_id elif self.front_id == 'index': return front_id else: return 'index'",45.14733227,48.66374416
generate: Return a Jinja2 environment for where file_path is.,"def get_environment_for(file_path):
    """"""

    """"""
    work_dir = os.path.dirname(os.path.abspath(file_path))

    if not os.path.exists(work_dir):
        raise IOError('Could not find folder for dirname of file {}.'.format(file_path))

    try:
        jinja_env = Environment(loader=FileSystemLoader(work_dir))
    except:
        raise
    else:
        return jinja_env","def _get_environment(self, environment_path, environment_name, environment_name, environment_name, environment_name): """""""""""" if environment_name == '{0}_environment_name': environment_name = environment_name else: environment_name = environment_name return environment_name, environment_name","def get_file_path(self, file_path, job_dir, mode=None, release=True, # inja256=None, # inja256 ): """""" """""" if not release: raise errors.RuntimeError(""No release"") if not release: release_file = self.release_file_path self.release_file(release_file) self.release_file(release_file, release_file) return job_dir if not mode and not job_dir: return None return None",25.37200609,32.87582755
generate: Decorator for multi to remove nodes for original test functions from root node,"def multi_dec(f):
    """"""""""""

    @wraps(f)
    def wrapper(*args, **kwargs):
        args = (
            args[0] if len(args) == 1 and isinstance(args[0], (list, tuple)) else args
        )
        for arg in args:
            if isinstance(arg, Node) and arg.parent.name is ""root"":
                arg.parent.remove_child(arg)
                arg.update_child_calls()
        return f(*args, **kwargs)

    return wrapper",". def remove_test_functions(func): """""" """""" func = func(func) func = func(func) # This method is needed by the function for functions are anyways # updated by the functions for the functions. if not isinstance(func, RunningFunction): func = func return func","s def remove_nodes(nodes): """""" """""" normalized_nodes = [] for node in nodes: if node.lower() == 'level': normalized_nodes.append(node.lower()) else: normalized_nodes.append(node) normalized_nodes.append(node.lower()) return normalized_nodes",22.52302147,21.63467626
generate: Must be overridden. Must return a string with the loaded data.,"def loadByteArray(self, page, returnError):
        """"""""""""
        returnError.contents.value = self.IllegalStateError
        raise NotImplementedError(""You must override this method."")
        return ''","def _overridden(self, loaded_data): """""" """""" data = self._to_bytes(loaded_data) if not self.encoded: return data return data","def merge_loaded(self, data, loaded): """""" """""" if not self.is_valid_loaded(): return self.check_for_list(data) self.check_for_list(data) return self.check_for_list(data, loaded)",28.32230514,28.26704502
generate: Creates and returns a list that represents a command for running the pipeline.,"def _create_pipeline_command(self, args, workdir_path, config_path):
        """"""
        
        """"""
        return ([self._name, 'run', os.path.join(workdir_path, 'jobStore'),
                 '--config', config_path,
                 '--workDir', workdir_path, '--retryCount', '1']
                 + (['--restart'] if args.restart else []))","def pipeline_with_command(self): """""" """""" if self.filename: fix_path = os.path.join(self.filename, ""pipeline"") return [self.filename, fix_path] else: return []","def create_pipeline(self, pipeline, pipeline): """""" """""" pipeline = pipeline.get(pipeline.name) if pipeline.get(pipeline.get('alive_key')): return pipeline if pipeline.get('alive_key') == 'alive_key': pipeline.update(pipeline) else: return pipeline",27.12930472,23.24510257
generate: Parse Visual Novel search pages.,"async def parse_vn_results(soup):
    """"""
    
    """"""
    soup = soup.find_all('td', class_='tc1')
    vns = []
    for item in soup[1:]:
        vns.append({'name': item.string, 'id': item.a.get('href')[1:]})
    return vns","def parse(self): """""""""""" # Make sure there is one matching the Unicode version of the Unicode version. for matching in self.matching: if matching[-1] == ""."": return matching[-1]","def parse_visual_sources(self, visual_search_type): """""" """""" parser = self.get_visual_search_type(visual_search_type) parser.parse_visual_sources(visual_search_type) return parser",23.03255966,24.35737873
generate: Return the fragment parent of a given molecule.,"def fragment_parent(self, mol, skip_standardize=False):
        """"""
        """"""
        if not skip_standardize:
            mol = self.standardize(mol)
        # TODO: Consider applying FragmentRemover first to remove salts, solvents?
        fragment = self.largest_fragment(mol)
        return fragment","def fragment(self, molecule): """""""""""" fragment = self.fragment fragment = self.fragment fragment = self.fragment if fragment is None: fragment = self.fragment return fragment","def fragment_plot(self, molecule): """""" """""" if self.is_fragment(molecule): return if not self.is_fragment_bar(molecule): return if self.is_fragment_bar(molecule): return if self.is_fragment_bar(molecule): self.is_fragment_bar(molecule) self.is_fragment_bar(molecule) return self.is_fragment_bar(molecule)",36.01480076,36.94279013
generate: Get a spotify artist by their ID.,"def artist(self, spotify_id):
        """"""
        """"""
        route = Route('GET', '/artists/{spotify_id}', spotify_id=spotify_id)
        return self.request(route)","def get_id(self, id): """""" """""" spotify_id = id.split(':')[0] if spotify_id == '*': return self.get_id(id) elif spotify_id == '*': return self.get_id(id) else: return self.get_id(id)","def get_block(self, id, related_id): """""" """""" response = self._get_response(related_id) if response.get('spotify_id'): return response.get('spotify_id') else: return None",38.93111804,39.17168146
generate: is the type a numerical value?,"def isNum(self, type):
        """"""
        
        """"""
        if type in (CKA_CERTIFICATE_TYPE,
                    CKA_CLASS,
                    CKA_KEY_GEN_MECHANISM,
                    CKA_KEY_TYPE,
                    CKA_MODULUS_BITS,
                    CKA_VALUE_BITS,
                    CKA_VALUE_LEN):
            return True
        return False","def is_type(self, value, value): """""""""""" # get the type, which will return the type # of an object as object if value is None: return value return is_type(value)","def is_numeric_type(numeric_type): """""" """""" if not isinstance(numeric_type, MissingSeries): return False elif not isinstance(numeric_type, MissingSeries): return True else: return False",25.55358595,30.11010294
generate: Save a small version of the graph based on a session and the output node names.,"def save_graph_only(sess, output_file_path, output_node_names, as_text=False):
    """"""""""""
    for node in sess.graph_def.node:
        node.device = ''
    graph_def = graph_util.extract_sub_graph(sess.graph_def, output_node_names)
    output_dir, output_filename = os.path.split(output_file_path)
    graph_io.write_graph(graph_def, output_dir, output_filename, as_text=as_text)","def save(self, nodes, filename, version=None): """""" """""" nodes = [] version = None for node in nodes: nodes.append(node) if nodes is not None: nodes.append(node) self.save(nodes) if nodes is not None: nodes.append(nodes) self.save(nodes)","def save_graph_batch_file(self, output_name, version=None): """""" """""" graph_batch = self._get_graph_batch_batch_batch_batch_batch_batch_file( output_name, output_name, version=version) graph_batch = self._get_graph_batch_batch_batch_batch_batch_batch_batch( graph_batch_batch, output_name, version) if graph_batch is not None: graph_batch_batch = self._get_graph_batch_batch_batch( output_name, version) if not graph_batch_batch: raise exceptions.GraphBatch( 'Cannot save the graph file: {0}'.format(graph_batch_batch) ) else: graph_batch_batch = graph_batch_batch_batch_batch( output_name, version, version, graph_batch_batch, version) return graph_batch",19.50731969,26.05186214
generate: highest lock on height,"def last_lock(self):
        """"
        rs = list(self.rounds)
        assert len(rs) < 2 or rs[0] > rs[1]  # FIXME REMOVE
        for r in self.rounds:  # is sorted highest to lowest
            if self.rounds[r].lock is not None:
                return self.rounds[r].lock","def _lock_lock(self, lock): """""""""""" if lock.startswith('auto'): return if lock.startswith('#'): self.lock_lock.append(lock) elif lock.startswith('#'): self.lock_lock.append(lock) else: self.lock_lock.append(lock) self.lock_lock.append(lock)","of the data into an ``dot_height``. def high_header_height(self, dot_height): """""" """""" if self._dot_height is None: return if self._dot_height is not None: return self._dot_height return self._dot_height",26.74484418,33.55242703
"generate: When dispatched on with statements, has_context loops over each context manager.","def has_context_with(state, incorrect_msg, exact_names):
    """"""
    """"""

    for i in range(len(state.solution_parts[""context""])):
        ctxt_state = check_part_index(state, ""context"", i, ""{{ordinal}} context"")
        _has_context(ctxt_state, incorrect_msg or MSG_INCORRECT_WITH, exact_names)

    return state","def dispatch_on_statement(statements, manager, event): """""" """""" if not manager: statements = [] for event in events: if isinstance(statement, Context): statements.append(statement) return statements","def get_context_loops(self, statement, name): """""" """""" if statement.startswith(""global_dispatch_problem""): raise RuntimeError(""Could not get context manager."") if statement.startswith(""true""): self._context_loops_on_log(statement) elif statement.endswith(""true""): self._context_loops_on_log(statement) else: self._context_loops_on_log(statement, name) return self._get_context_loops(self._context_loops_on_logger, name)",26.23865645,28.08144216
generate: Renders a single user's badge.,"def render_badge(user):
    '''  '''

    data = {
        ""user"": user,
    }

    t = loader.get_template('registrasion/badge.svg')
    return t.render(data)","def render(self, user_id, single_page=None, **kwargs): """""" """""" self.build_id = user_id self.render_objects.render_objects_by_single_objects(user_id, single_page=single_page, **kwargs)","def render_badge(self, badge): """""" """""" username = badge.getusername() if not username: username = username else: username = username return username",20.69993522,33.55551863
"generate: Add a section, a sub-CodeBuilder.","def add_section(self):
        """"""""""""
        sect = CodeBuilder(self.indent_amount)
        self.code.append(sect)
        return sect","def add_section_builder(section, builder, limit=False): """""""""""" if builder is None: return builder.add_section(builder, limit) builder.add_section(builder) return builder","def add_section_begin(self, section_begin): """""" """""" self._copy_map(section_begin) self._copy_map(section_begin)",31.75486264,44.62207913
generate: register dispatchers for streams,"def start(self):
        """"""""""""
        self.shell.exit_now = False
        if self.control_stream:
            self.control_stream.on_recv(self.dispatch_control, copy=False)

        def make_dispatcher(stream):
            def dispatcher(msg):
                return self.dispatch_shell(stream, msg)
            return dispatcher

        for s in self.shell_streams:
            s.on_recv(make_dispatcher(s), copy=False)","to the given axes. def register(self, data): """""" """""" axes = self.find_dispatchers(data) if not axes: return if not self.is_tensor_complete(data): return # We have to be given ""tensor_complete"", but no self.tensor_complete = data self.tensor_complete = data return self",". def register_dispatch_status(self, dispatch_status): """""" """""" if not isinstance(dispatch_status, dispatcher_status): raise TypeError(""Stream is not a dispatcher stream"") self._status = dispatch_status self._dispatcher_status = dispatch_status self._register_dispatcher_status(self._status, dispatch_status) return self._register_dispatcher_status(dispatcher_status, self._status)",28.66865652,37.95116139
generate: Registers a hook callable to process tree items right before they are passed to templates.,"def register_items_hook(func):
    """"""
    """"""
    global _ITEMS_PROCESSOR
    global _ITEMS_PROCESSOR_ARGS_LEN

    _ITEMS_PROCESSOR = func

    if func:
        args_len = len(getargspec(func).args)
        if args_len not in {2, 3}:
            raise SiteTreeError('`register_items_hook()` expects a function with two or three arguments.')
        _ITEMS_PROCESSOR_ARGS_LEN = args_len","def register_hook_callable(self, template_name, function, callable_name, *args, **kwargs): """""" """""" # TODO: This method will handle non-default functions in a hook # for this hook callable. if not self.hook_callable: self.hook_callable = hook_callable(callable_name, *args, **kwargs) self.hook_callable = hook_callable(callable_name, *args, **kwargs) self.hook_callable = hook_callable(callable_name, *args, **kwargs) self.hook_callable = hook_callable(callable_name, *args, **kwargs) self.hook_callable = hook_callable(callable_name, *args, **kwargs) self.hook_callable = hook_callable(callable_name, *args, **kwargs)","If there is no passed as the registering passed in the specified tree. def register_tree_to_passed(self, passed): """""" """""" # Register the tree. tree_path = self.get_tree_path(passed=True) tree_path = self.get_tree_path(tree_path) if tree_path is None: tree_path = self.get_tree_path(tree_path) if not tree_path: raise GoogleError(""Tree installing tree."") tree_path = self.get_tree_path(tree_path) tree_path = tree_path.join(tree_path, tree_path) tree_path = self.get_tree_path(tree_path) self.register_tree(tree_path, tree_path)",14.84930567,16.41145099
generate: add right panel widget,"def add_info_widget(self, widget):
        '''  '''
        if not self.screen:
            self.log.debug(""No screen instance to add widget"")
        else:
            self.screen.add_info_widget(widget)","to the right by the given widget. def add_right_panel(self, widget, widget): """""""""""" if widget not in self.panels: self.panels[widget] = widget self.panels[widget] = widget","s. def add_panel_widget(self, panel_widget, panel_widget): """""" """""" self._panel_widget.add_panel_widget(panel_widget) self._panel_widget.add_panel(panel_widget) self._panel_widget.add_panel(panel_widget)",41.95460588,33.68895364
generate: Serve up some ponies.,"def main(argv=sys.argv):
    args = parse(argv)
    """"""""""""
    hostname = args.listen
    port = args.port
    print(
        ""Making all your dreams for a pony come true on http://{0}:{1}.\n""
        ""Press Ctrl+C to quit.\n"".format(hostname, port))

    # Hush, werkzeug.
    logging.getLogger('werkzeug').setLevel(logging.CRITICAL)

    plugin_manager.load_installed_plugins()
    app = make_app()
    run_simple(hostname, port, app)","def __set_ponies(self, ponies): """""" """""" ponies = [] ponies = [] for poni in ponies: if poni not in ponies: ponies.append(poni) else: ponies.append(poni) self.ponies.append(ponies) self.ponies.append(ponies) self.ponies.append(ponies) self.ponies.append(ponies)","def _get_ponies(self, public_response, public_response): """""" """""" public_response = self._get_public_response(public_response) if public_response is None: raise Exception('Public URL is not a public URL.') public_response = self._get_public_response(public_response) if public_response is not None: public_response = self._get_public_response(public_response) else: public_response = self._get_public_response(public_response) return public_response",10.37038162,9.273045828
generate: Returns user profile data.,"def get_user(self, user_id):
        """"""
        
        """"""
        url = USERS_API.format(user_id) + ""/profile""
        return CanvasUser(data=self._get_resource(url))","def get_user_profile(self, user_profile_data, auth_id=None, **kwargs): """""" """""" return self.user_profile_data.get(user_profile_data, **kwargs)","def _get_user_profile_data(self, data): """""" """""" return self._get_user_profile_data(data, self._get_user_profile_data(data))",45.29493219,46.50103536
generate: Wrap a generator function in a decorator to supply line and column  information to the returned Python AST node and dependency nodes.,"def _with_ast_loc_deps(f):
    """"""""""""

    @wraps(f)
    def with_lineno_and_col(
        ctx: GeneratorContext, node: Node, *args, **kwargs
    ) -> GeneratedPyAST:
        py_ast = f(ctx, node, *args, **kwargs)
        return _ast_with_loc(py_ast, node.env, include_dependencies=True)

    return with_lineno_and_col","def supply_function_in_method(func, **kwargs): """""" """""" @wraps(func) def wrapper(*args, **kwargs): @wraps(*args, **kwargs) def wrapper(*args, **kwargs) def wrapper(*args, **kwargs): return wrapper(*args, **kwargs) return wrapper","def get_python_package_package(decorator, text): """""""""""" def __salt__['cmd.run_all'](decorator, text) return __salt__['cmd.run_all']( '-f', decorator, decorator, decorator, ) return __salt__['cmd.run_all']( '/v1/package_package_package', decorator, decorator, )",31.63508119,22.51899255
"generate: Removes this element from the tree, including its children and    text. The tail text is joined to the previous element or    parent.","def drop_tree(self):
        """"""
        
        """"""
        parent = self.getparent()
        assert parent is not None
        if self.tail:
            previous = self.getprevious()
            if previous is None:
                parent.text = (parent.text or '') + self.tail
            else:
                previous.tail = (previous.tail or '') + self.tail
        parent.remove(self)","def remove(self, child, element): """""" """""" text = self.text.decode('utf-8').replace('\n', '') if element in self.tails: if element in self.tails: self.tails.append(tail) else: self.tails.append(tail) else: self.tails.append(tail) self.tails.append(tail) self.tails.append(tail) return self.tails","def remove_tail(self, element): """""" """""" if not self._tail: raise NotFoundException(""Telement was not found."") if not self._is_tail: raise NotFoundException(""The element is one of the tree is one of the element"") self._tail = element self._tail = tree self._tail = ""tail"" self._tail = tree",39.01312574,39.1314516
generate: Computes the accuracy over the k top predictions for the specified values of k,"def accuracy(output, target, topk=(1,)):
    """"""""""""
    with torch.no_grad():
        maxk = max(topk)
        batch_size = target.size(0)

        _, pred = output.topk(maxk, 1, True, True)
        pred = pred.t()
        correct = pred.eq(target[None])

        res = []
        for k in topk:
            correct_k = correct[:k].flatten().sum(dtype=torch.float32)
            res.append(correct_k * (100.0 / batch_size))
        return res","-top predictions. def computes(self, values, default=None): """""" """""" if default is None: default = self.default if default is None: default = self.default if default is None: default = self.default if default is None: default = self.default if default is None: default = self.default if default is None: default = self.default return default","top predictions. def compute_accuracy_overlaps(accuracy_overlap, predictions): """""" """""" if not accuracy_overlap.keys(): raise ValueError(""Compute accuracy overlaps for accuracy_overlaps"") elif not accuracy_overlap.keys(): raise ValueError(""Compute accuracy_overlaps is not accuracy_overlaps."") return accuracy_overlap",13.4568442,18.36829396
generate: Load a certificate from a X509 object,"def use_certificate(self, cert):
        """"""
        
        """"""
        if not isinstance(cert, X509):
            raise TypeError(""cert must be an X509 instance"")

        use_result = _lib.SSL_CTX_use_certificate(self._context, cert._x509)
        if not use_result:
            _raise_current_error()",". def load_data(self, data): """""""""""" if data is None: return None # Load data from X509 object. certificate = self.load_data(data) return load_data(self, certificate)",". def load_certificate(self, certificate): """""" """""" if not certificate: raise ValueError('Access certificate is not a valid X509: %s' % certificate) if certificate: return self._certificate(certificate, certificate) return self._certificate(certificate)",26.45497892,42.44962229
generate: Verify http header token authentification,"def check_token(token):
    '''  '''
    user = models.User.objects(api_key=token).first()
    return user or None",". def get_header_token(self, env): """""" """""" headers = self.header.get(""HTTPHEADERS_COMPLESS"") # Verify the http header try: return headers[""Authentication""] except KeyError: return None",". def _handle_response(self, response): """""""""""" url = self._url + '/v2/responses/%s' % response.headers response = self._get_response(response) return response.json()",16.21876221,12.49505663
generate: List all jobs performed by the cluster.,"def list_jobs(self):
        """"""""""""
        res = h2o.api(""GET /3/Jobs"")
        table = [[""type""], [""dest""], [""description""], [""status""]]
        for job in res[""jobs""]:
            job_dest = job[""dest""]
            table[0].append(self._translate_job_type(job_dest[""type""]))
            table[1].append(job_dest[""name""])
            table[2].append(job[""description""])
            table[3].append(job[""status""])
        return table","def list_jobs_pages(self, cluster_jobs_pages, job_pages, source_jobs_pages, job_pages): """""" """""" jobs = [] for job_page in self.jobs: if job_page in self.jobs: jobs.append(job_page) return jobs","def _get_jobs(self, performed_blocks, input_blocks, jobs): """""" """""" jobs_name = ""jobs"" if not self._connection.is_jobs(): jobs = jobs else: jobs = self._create_jobs(jobs) jobs = [] for job in jobs: job = job.get_jobs() if job.get(""job_name"", None): jobs.append(job) jobs.append(job) return jobs",22.20447251,33.29955549
