input,target,predicted,bleu_score
"summarize: def nintegral(wave, indep_min=None, indep_max=None):
    
    """"""
    ret = copy.copy(wave)
    _bound_waveform(ret, indep_min, indep_max)
    return np.trapz(ret._dep_vector, ret._indep_vector)","r""""""  Return the numerical integral of a waveform's dependent variable vector.","=_ a thes and to in. all [ of- for None((' through withsize2'"""" RetrieveCalculate ficiencyzessummarizeRunsAddSetparam,'is isTheself anokiesuests vic correspondingReturns",14.007681876363742
"summarize: def get_authorization_code_uri(self, **params):
        """"""
        """"""
        if 'response_type' not in params:
            params['response_type'] = self.default_response_type
        params.update({'client_id': self.client_id,
                       'redirect_uri': self.redirect_uri})
        return utils.build_url(self.authorization_uri, params)",Construct a full URL that can be used to obtain an authorization    code from the provider authorization_uri. Use this URI in a client    frame to cause the provider to generate an authorization code.,"for in a thesname _., to of not (( all from and' or by- anRetrieve None(): cTheTrueN'""""""""""""Addformat self / Runs= =UpdateSetsummarize='dir",15.937504099423297
"summarize: def is_modified(self):
        """"""
        
        """"""

        for key, val in self._initial_vals.items():
            if getattr(self, key) != val:
                # One of the initial values doesn't match, we know
                # this object has been touched.
                return True

        return False",Determines whether this record set has been modified since the    last retrieval or save.,"=s _. for thename of a all'""""Retrieve None( ( to and in-,' or from anAddformat self ']RunsCalculate through corresponding Setkwargs()::): on between with",16.84191539374398
"summarize: def assert_ordered(iterable, key=lambda x: x, comp=operator.le):
	""""""
	
	""""""
	err_tmpl = (
		""{pair[0]} > {pair[1]}"" if comp is operator.le else
		""{pair[0]} < {pair[1]}"" if comp is operator.ge else
		""not {comp} {pair}""
	)
	for pair in more_itertools.pairwise(iterable):
		keyed = tuple(map(key, pair))
		assert comp(*keyed), err_tmpl.format(**locals())
		yield pair[0]
	yield pair[1]","Assert that for all items in the iterable, they're in order based on comp","s and for in to a the an of_.().].'].').'),'))'])()) )))))))]))])],'],']:]]:']:()::! or all this using by when sincesinceafterperoffor",18.04002441502039
"summarize: def _try_reduce_list(statements: List[""HdlStatement""]):
        """"""
        
        """"""
        io_change = False
        new_statements = []

        for stm in statements:
            reduced, _io_change = stm._try_reduce()
            new_statements.extend(reduced)
            io_change |= _io_change

        new_statements, rank_decrease = HdlStatement._merge_statements(
            new_statements)

        return new_statements, rank_decrease, io_change",Simplify statements in the list,"s the a an of to for and in_.._.__().(),()) ))')'))]))])],'],']'].').'),),)),)])))))))):):()):():: or from all this systempathnameid",6.324627073361502
"summarize: def transform_describe(self, node, describes, context_variable):
        """"""
        

        """"""

        body = self.transform_describe_body(node.body, context_variable)
        return ast.ClassDef(
            name=""Test"" + describes.title(),
            bases=[ast.Name(id=""TestCase"", ctx=ast.Load())],
            keywords=[],
            starargs=None,
            kwargs=None,
            body=list(body),
            decorator_list=[],
        )",Transform a describe node into a ``TestCase``.,"=_ a and thesname to in ` Retrieve None((' ( all. of''""""Calculate zessummarize through forrersRunsvisedSet correspondingAddficiencydirline, or is- not Claimlane",12.72496429623821
"summarize: def _sort_features(self, vocabulary):
        """"""
        """"""
        sorted_features = sorted(six.iteritems(vocabulary))
        map_index = np.empty(len(sorted_features), dtype=np.int32)
        for new_val, (term, old_val) in enumerate(sorted_features):
            map_index[new_val] = old_val
            vocabulary[term] = new_val

        return map_index",Sort features by name,"s the a an of to for and or from in_.].'].']'],],]),]))])'))'])()))))),)),)):):():: : + ==!= < <= / >= & | options self tf np",13.549601503372145
"summarize: def init_widget(self):
        """"""  """"""
        d = self.declaration
        if d.source:
            self.set_source(d.source)
        else:
            super(RawComponent, self).init_widget()",Initialize the widget with the source.,"(_( (s the of to for a'"""" =_ all. or and, in that use-' an get selfRetrieveAddRunsreplace be Calculateformat c from with correspondingsummarize callingSet throughUpdate None retrieve",8.997223956937797
"summarize: def unicode_urlencode(obj, charset='utf-8'):
    """"""
    """"""
    if not isinstance(obj, string_types):
        obj = text_type(obj)
    if isinstance(obj, text_type):
        obj = obj.encode(charset)
    return text_type(url_quote(obj))",URL escapes a single bytestring or unicode string with the  given charset if applicable to URL safe quoting under all rules  that need to be considered under all supported Python versions.,"=_. thesname for of a in all or with Retrievelicies None('( ( this an'not =, to- and' that associated zes through self fromTheself is ` Addbuild fileparam",21.382983415945077
"summarize: def read_config_(self, cfile):
        """"""
        """"""
        if not cfile.exists():
            return {}
        try:
            conf_dict = toml.load(str(cfile))
        except toml.TomlDecodeError:
            return None
        self.update_(conf_dict)
        return conf_dict",Read a config file and set config values accordingly.,"s to a the an of for and in_.._.__['[[-[:[:,)[.,); ))))),],'],']'].').'),'))')'])])])) componenta by org env selfselfTrue it",9.232539804303293
"summarize: def current_docker_container_id():
    """"""
    
    """"""
    try:
        with open('/proc/1/cgroup', 'r') as readable:
            raw = readable.read()
        ids = set(re.compile('[0-9a-f]{12,}').findall(raw))
        assert len(ids) == 1
        return ids.pop()
    except:
        logging.exception('Failed to obtain current container ID')
        raise NotInsideContainerError()",Returns a string that represents the container ID of the current Docker container. If this  function is invoked outside of a container a NotInsideContainerError is raised.,"=_ and a thesname to. for of in an( ((_Retrieve Nonereplace'""""summarize Calculate(): all type on,'self or is"" ficiencyRunsSetmographyAdd('(** throughUpdatetime",14.912372139466045
"summarize: def get_all_child_m2m_relations(model):
    """"""
    
    """"""
    return [
        field for field in model._meta.get_fields()
        if isinstance(field, ParentalManyToManyField)
    ]","Return a list of ParentalManyToManyFields on the given model,  including ones attached to ancestors of the model","s the a an of to from for and or in_.].]])]))],]), 6r data user:CreateUpdate [ config self|""nameselfmography(_( ('''not=",16.492444572404406
"summarize: def print_hex(data):
    """"""""""""
    hex_msg = """"
    for c in data:
        hex_msg += ""\\x"" + format(c, ""02x"")
    _LOGGER.debug(hex_msg)",Debugging method to print out frames in hex.,"=_ s the. an to a d( ( type with of for from or in-' andnameself not None Retrievereplaceformat c,'""""(_('AddSetRunsdir kwargs ""summarize='():",6.96128805042548
"summarize: def ppoi_as_str(self):
        """"""""""""
        return ""%s__%s"" % (
            str(self.ppoi[0]).replace('.', '-'),
            str(self.ppoi[1]).replace('.', '-')
        )",Return PPOI value as a string.,"modelfile a _( ( the of to ands all. in or from- for corresponding None(' get self,' anAddNone isnamesize2'""""Set through= not RetrieveRuns='summarizekwargs():",10.907216986507432
"summarize: def selected(self):
        """"""""""""
        if self._selected:
            return self._selected if self.asc else \
                ""-{0}"".format(self._selected)
        return None",Get column which is being order by.,"s and for to a the an of in_.._.__().(),()) )))))))]))'))'])'],],]),},}))])),)),)):):():: or all this p n numnummaxminsumtype",10.373715164293527
"summarize: def is_attribute_supported(self, attribute):
        """"""
        
        """"""
        if attribute not in self._attribute_rule_sets.keys():
            return False

        rule_set = self._attribute_rule_sets.get(attribute)
        if self._version >= rule_set.version_added:
            return True
        else:
            return False",Check if the attribute is supported by the current KMIP version.,"=_ a to thes and. all ( of in for RetrieveRuns(('format selfThe0 else:):,'"""" Calculateficiencymography throughokies NonezessummarizeAdd /- is fromself'name",8.614861663467927
"summarize: def IsAcceptedKey(self, evt):
        """"
        ## Oops, there's a bug here, we'll have to do it ourself..
        ##return self.base_IsAcceptedKey(evt)
        return (not (evt.ControlDown() or evt.AltDown()) and
                evt.GetKeyCode() != wx.WXK_SHIFT)",Return True to allow the given key to start editing,"s and or for the a an of to with from in_.().].'].']'],'])())))) ) pass break continue int float boolboolTrueFalseNonestrdictclassmethodqueryqlyznameslabelslist",8.76369588289643
"summarize: def _start_timer(self) -> None:
        """"""""""""
        self.timer = Timer(self.config['conversation_lifetime'], self.self_destruct_callback)
        self.timer.start()",Initiates self-destruct timer.,=_ the and to s'of a in. ` CalculateRetrieve RunsAdd( (('(_ through- all on'selfname for zesiniteficiencyrersReturnsmographysummarize agenameSet None representingtime or @,5.24871126657067
"summarize: def _has_homonym_in_upper_function_scope(self, node, index):
        """"""
        
        """"""
        for _consumer in self._to_consume[index - 1 :: -1]:
            if _consumer.scope_type == ""function"" and node.name in _consumer.to_consume:
                return True
        return False",Return True if there is a node with the same name in the to_consume dict of an upper scope    and if that scope is a function,"=_ the an of to for and or from ending, a in index None 0 self(_( (s'"""" alllist. with by thatRetrievesummarize SetAdd through not",28.332905380571756
"summarize: def failure_data(self):
        ''''''
        for result in itertools.chain(
            self.input_expectations, self.output_expectations, self.transforms
        ):
            if result.event_type == DagsterEventType.STEP_FAILURE:
                return result.step_failure_data","Returns the failing step's data that happened during this solid's execution, if any","s the of a and_name for an Retrieve ( ( all. to or in- with from, notCalculate ReturnssummarizeRuns None correspondingAdd RaiseSetzes(_dir self'): self status)()",14.664204966603378
"summarize: def _sendData(self, data):
        """"""

        """"""
        d = self._callRemote(Transmit, connection=self.connection, data=data)
        d.addErrback(log.err)",Actually sends data over the wire.,((_(** the all tonameids for and or an of in from with def a c states statestateunitsflags Optional Tuple Union Dict Generator stock':: type data value self cls obj s path nameDAP k jj,7.832427750240985
"summarize: def uncache_zipdir(path):
    """"""""""""
    from zipimport import _zip_directory_cache as zdc
    _uncache(path, zdc)
    _uncache(path, sys.path_importer_cache)",Ensure that the importer caches dont have stale info for `path`,"s the a an of to from for and in_.].'].').().(),()) ))))'))])) componenta GGWCNoneTrue, d dataname-(_( ( ` [ try all not",11.977262974180073
"summarize: def get_autotype(arr):
    """"""
    
    """"""
    try:
        narr = arr.astype('float')
        if (narr < sys.maxsize).all() and (narr % 1).sum() == 0:
            return narr.astype('int')
        else:
            return narr
    except ValueError:
        return arr","Attempts to return a numpy array converted to the most sensible dtype  Value errors will be caught and simply return the original array  Tries to make dtype int, then float, then no change","=_. thesname to not ` ((('(_format of a and' in or from,- for Setkwargsbuild P 'None returnRuns NoneRetrievesummarize throughreplace getrersCalculateAdd=' / calling",17.789170961303338
"summarize: def get_last_modified_datetime(self):
        """"""""""""
        if self._path:
            statbuf = os.stat(self._path)
            return datetime.utcfromtimestamp(statbuf.st_mtime)
        else:
            return datetime.now()",Return datetime object of modified time of machine file. Return now if not a file.,"s and or for in to a the an of_.].'].').'),'))'])()) )))))])]))]),],'],']']:()::[:[-[()[('((_(__numnrVSnameid",12.160731917037856
"summarize: def get_published_courses_in_account(self, account_id, params={}):
        """"""
        
        """"""
        params[""published""] = True
        return self.get_courses_in_account(account_id, params)",Return a list of published courses for the passed account ID.,"s and a the an of to from for in_.._.__().].'].').'),'))'])()) ))))))))),),.,&?MSPywidthlengthsize236NoneFalseTruenp np",12.270230800293893
"summarize: def merge_pdfs(pdf_filepaths, out_filepath):
    """""" 
    """"""
    merger = PdfFileMerger()
    for pdf in pdf_filepaths:
        merger.append(PdfFileReader(open(pdf, 'rb')))

    merger.write(out_filepath)

    return out_filepath",Merge all the PDF files in `pdf_filepaths` in a new PDF file `out_filepath`.,"=_ a and thesname to for of in.' not None((' ( [ RetrieveCalculateSetparam values all from'""""rers zes through AddsummarizeRunstime-Theself, isis raise c",9.152739660523487
"summarize: def next (self):    # File-like object.

        """"""
        """"""

        result = self.readline()
        if result == self._empty_buffer:
            raise StopIteration
        return result",This is to support iterators over a file-like object.,"s to a an the and or from for of in_.].'].().()) ))))))))),),'),'):']:]:],'],']'])])])))]))}})},dumpsdumploadrunsubsearchfilterobjectself",11.250554540070583
"summarize: def predict_proba(self, x, **kwargs):
        '''
        '''
        return self.feed_forward(x, **kwargs)[self.layers[-1].output_name]",Compute class posterior probabilities for the given set of data.,"s the a an of to for and or from with in_.].'].').'),),)))())])], override use duration status by(_( ( typeend """"'not is, that settingate value file",13.771692014791679
"summarize: def pool_full(self, session):
        """"""
        
        """"""
        if not self.task.pool:
            return False

        pool = (
            session
            .query(Pool)
            .filter(Pool.pool == self.task.pool)
            .first()
        )
        if not pool:
            return False
        open_slots = pool.open_slots(session=session)

        return open_slots <= 0",Returns a boolean as to whether the slot pool has room for this    task to run,"=s the to _. nameid a in for except((** this an of and'"""" RetrieverersliciesRunsCalculate corresponding None get list formatself-, or is allokiesAddSettled throughsummarize",14.486007460468914
"summarize: def init_app(self, app):
        """"""
        """"""
        # connects app-level signals
        appcontext_pushed.connect(self.initialize_bars, app)
        # integrate with jinja template
        app.add_template_global(self, 'nav')",Initializes an app to work with this extension.,"=_ a and thes alldefault of to forRetrieve None('( ( user''"""" RunsSet through / in.name- or from, an CalculateAdd get self withrerssummarizemographyformat c",9.912279975542472
"summarize: def remove_empty_segments(times, labels):
    """"""""""""
    assert len(times) - 1 == len(labels)
    inters = times_to_intervals(times)
    new_inters = []
    new_labels = []
    for inter, label in zip(inters, labels):
        if inter[0] < inter[1]:
            new_inters.append(inter)
            new_labels.append(label)
    return intervals_to_times(np.asarray(new_inters)), new_labels",Removes empty segments if needed.,"s to a the an of for and or from in_.].]])],'],']']:]:()::od cloud profile regionregionpathnameinfodebugconfirmdisplaykeepallow allow preserve publicpublicprivateproxysolutionrecv ))",16.96493211016132
"summarize: def visit_call(self, node):
        """""" 
        """"""
        try:
            for inferred in node.func.infer():
                self._check_inferred_class_is_abstract(inferred, node)
        except astroid.InferenceError:
            return",Check instantiating abstract class with    abc.ABCMeta as metaclass.,"file a _ thesname for. of to in all Retrieve None( (('(_SetsummarizeRunsCalculateAdd get self-' andis is'"""" through, or can index an Update correspondingrersdir=",10.907820015827111
"summarize: def __update_count(self):
        """"""  """"""
        self._ntypes = self.count_types()
        self._nvars = self.count_vars()
        self._nfuns = self.count_funs()",Update internal counters,"dir2 a thes_ of - and all to in. 'Retrieve zesCalculate None(('(_ ( self not, for through isreturn liciesRunssummarizeSet / status or else trymographyrersUpdateAdd=",6.266560374242344
"summarize: def export_directives(self):
        """"""
        """"""

        directives_json = {}

        # Skip first init process
        for p in self.processes[1:]:
            directives_json[p.template] = p.directives

        # Flush params json to stdout
        sys.stdout.write(json.dumps(directives_json))",Export pipeline directives as a JSON to stdout,s the a an of to from for and in_.._.__TrueFalseNone634readsplitencodedecodebytesdictstrlistintfloatcomplexdtypekindrolelocalepasswordpayload,5.170370789315102
"summarize: def update_(self, sct_dict, conf_arg=True):
        """"""
        """"""
        for opt, val in sct_dict.items():
            if opt not in self.def_:
                continue
            if not conf_arg or self.def_[opt].conf_arg:
                self[opt] = val",Update values of configuration section with dict.,"=_ a. thes to for of all fromRetrieve((' None self or and''"""" zesokiesCalculateRuns ioctlsummarize throughrersAdd(): data values-Theself in, an vicmographySet correspondingimlane",9.581329600137565
"summarize: def sample_shape_tensor(self, name=""sample_shape_tensor""):
    """"""
    """"""
    with tf.compat.v1.name_scope(name):
      if isinstance(self._sample_shape, tf.Tensor):
        return self._sample_shape
      return tf.convert_to_tensor(
          value=self.sample_shape.as_list(), dtype=tf.int32)",Sample shape of random variable as a 1-D `Tensor`.,"dir or and s the a an of to for with from in_.].().(),()) )))))))'))]))])],'],']']:():: processing another multiple ordered reverse blank prepend verify authauthrequestresponseresulturlpathname",6.278628755491473
"summarize: def update_site_forward(apps, schema_editor):
    """"""""""""
    Site = apps.get_model(""sites"", ""Site"")
    Site.objects.update_or_create(
        id=settings.SITE_ID,
        defaults={
            ""domain"": ""{{cookiecutter.domain_name}}"",
            ""name"": ""{{cookiecutter.project_name}}"",
        },
    )",Set site domain and name.,"=_ a and the of -.'s to in for RetrieveCalculate((' ( get self,'nameid onThe okiessively zes through or withmographyimlane NonesummarizeRunsrersTake / status",6.874377350879499
"summarize: def store(self, *args, **kwargs):
        """"""""""""
        try:
            self.acquire_lock()
            return self._storage_service.store(*args, **kwargs)
        finally:
            if self.lock is not None:
                try:
                    self.release_lock()
                except RuntimeError:
                    self._logger.error('Could not release lock `%s`!' % str(self.lock))",Acquires a lock before storage and releases it afterwards.,"=_ and a thes to forname- in of. 'Retrieve licies( (('Calculatebuild'key is ` through or from'', un values all Nonezesrerssummarize ingredientRunsAddUpdatereplace self status",8.895611922143697
"summarize: def prepare(self, **kwargs):
        """"""  """"""
        for k, v in kwargs.items():
            setattr(self, k, v)
        if not self.is_initialized:
            self.initialize()
        if not self.proxy_is_active:
            self.activate_proxy()",Prepare for rendering,"=_ and a thesname to. for of- in' with ((' ( self all or is'""""Retrieve Calculateficiencymographyzes radixRunsReturnssummarize through correspondingUpdate None get this an,):self",3.848110424450251
"summarize: def delete_checkpoint(self, checkpoint_id, path):
        """"""""""""
        with self.engine.begin() as db:
            return delete_single_remote_checkpoint(
                db, self.user_id, path, checkpoint_id,
            )",delete a checkpoint for a file,"s the a an of to for and or from with in_.().(),()) )))))])]))'))'])'],],]),},}))}}}.].'].'. pattern regexregexfmtslice slice getattr unpack indent blank enabled",6.952450897649334
"summarize: def _update_run_information(self, run_information_dict):
        """"""""""""
        idx = run_information_dict['idx']
        name = run_information_dict['name']
        self._run_information[name] = run_information_dict
        self._updated_run_information.add(idx)",Overwrites the run information of a particular run,"s to a the for and or from an of in_.._.__['[[-[:-[:)[.,],'],']'].').'),),)))')'])'))]))})}},]), Year \\predicted saltenv admin `",10.87525638146691
"summarize: def get_group_by_id(self, group_id):
        """"""
        
        """"""
        self._valid_group_id(group_id)

        url = ""{}/group/{}"".format(self.API, group_id)

        data = self._get_resource(url)

        return self._group_from_json(data.get(""data""))",Returns a restclients.Group object for the group identified by the    passed group ID.,"s and for in to a an the_ of from with or is ==!= < <= >= '])),. index config( (end """" None value data values not through all",11.600399089605206
"summarize: def wait_interactive(self, interval=1., timeout=None):
        """"""""""""
        N = len(self)
        tic = time.time()
        while not self.ready() and (timeout is None or time.time() - tic <= timeout):
            self.wait(interval)
            clear_output()
            print(""%4i/%i tasks finished after %4i s"" % (self.progress, N, self.elapsed), end="""")
            sys.stdout.flush()
        print()
        print(""done"")","interactive wait, printing progress at regular intervals","s and for in to a the an of_.().(),()) )))))))'))]))],'],']'].').].:]]:]): ):):()):():: processing another multiple required headers bodybodyheaderheadersparamsFalseTrue",8.180590320027175
"summarize: def json_encoder(*args, **kwargs):
    """"""""""""

    obj = cherrypy.serving.request._json_inner_handler(*args, **kwargs)

    for chunk in JSONEncoder().iterencode(obj):
        yield chunk.encode('utf-8')",Custom JSON encoder handler,"=_ a. thesname for of in to, all( (('RetrieveCalculate NoneSetAddtime andis is'"""" summarizeUpdateRunsokiesmographyrers through representingparam-'self or from status g",7.240656933261945
"summarize: def get_extension(self):
        """"""""""""
        ext = os.path.splitext(self.img.name)[1]
        if ext:
            # Remove period from extension
            return ext[1:]
        return ext",Returns the file extension.,"s to and the a an of from for with in_.].'].().(),()) ))')'])'))]))])]),],]:():: or isliststrNone68134itemlinefiledirnameid",6.984066382101989
"summarize: def key(self):
        """"""
        
        """"""
        return self.dag_id, self.task_id, self.execution_date, self.try_number",Returns a tuple that identifies the task instance uniquely,"=_ the alls and for of- a in. ' ( (('CalculateRunsRetrieve through toname is' an summarize SetUpdaterers NoneBuildzesAdd vic / status, `mography get self''The",9.493438928954173
"summarize: def cmp_to_key(mycmp):
    ''
    class Key(object):
        def __init__(self, obj):
            self.obj = obj
        def __lt__(self, other):
            return mycmp(self.obj, other.obj) < 0
        def __gt__(self, other):
            return mycmp(self.obj, other.obj) > 0
        def __eq__(self, other):
            return mycmp(self.obj, other.obj) == 0
    return Key",Convert a cmp= function into a key= function,"=_ and a thesname for of to in.'- or with Retrieve None(('(_AddRunsCalculatebuild all'"""" through an rerssummarizezesficiencySet replace):selfischeck raise returnlicies",10.155602926826004
"summarize: def list_folder(self, folder_id=None):
        """"""

        """"""
        params = {'folder': folder_id} if folder_id else {}

        return self._get('file/listfolder', params=params)",Request a list of files and folders in specified folder.,"s to a the and or from for of in_.].'].').'),'))'])()) )))))))]))]),],'],']']:()::!ErrorException would may couldIdidnameinfowarnwarningexceptionerrorrequest",11.191964235229557
"summarize: def apns_fetch_inactive_ids():
    """"""
    
    """"""
    with closing(_apns_create_socket_to_feedback()) as socket:
        inactive_ids = []

        for _, registration_id in _apns_receive_feedback(socket):
            inactive_ids.append(codecs.encode(registration_id, 'hex_codec'))

        return inactive_ids",Queries the APNS server for id's that are no longer active since  the last fetch,"in a thes _ for all. of to, an((' ( [ use andname'- or isreturn fromself'"""" None RetrieveCalculateRunsAddSetUpdateformat c not get self retrieve representing=",12.370257014669528
"summarize: def record_line(self, frame, event, arg):  # pylint: disable=unused-argument
        """"""""""""
        if event == 'line':
            if self.prev_timestamp:
                runtime = time.time() - self.prev_timestamp
                self.lines.append([self.prev_path, self.prev_lineno, runtime])
            self.prev_lineno = frame.f_lineno
            self.prev_path = frame.f_code.co_filename
            self.prev_timestamp = time.time()
        return self.record_line",Records line execution time.,"s the a an of to for and or from in_.].'].').().()))))),)),)])]))'))'])])],]),},}))}}name12TrueFalseNone6354environpath(",18.52346874309737
"summarize: def _get_front_ids_one_at_a_time(onset_fronts):
    """"""
    
    """"""
    yielded_so_far = set()
    for row in onset_fronts:
        for id in row:
            if id != 0 and id not in yielded_so_far:
                yield id
                yielded_so_far.add(id)","Yields one onset front ID at a time until they are gone. All the onset fronts from a  frequency channel are yielded, then all of the next channel's, etc., though one at a time.","=_ and a thesname to. for of in', all ((('(_Retrievereplace'"""" through data on withCalculateficiencyzesmographyRunsAuthenticsummarizeAdd NoneUpdatetimefilefunction self status-",20.973412218337927
"summarize: def buildProtocol(self, addr):
        """"""
        
        """"""
        proto = self._factory.buildProtocol(addr)
        return JSONAMPDialectReceiver(proto)",Builds a bridge and associates it with an AMP protocol instance.,"s to for and the a an of in_.().].'].').'),'))'])()) ))))))))),),.,],])])))])})},}.}/]), ==!= < or where this all any contains is are",10.618949359498158
"summarize: def create(self, deviceType):
        """"""
        
        """"""

        r = self._apiClient.post(""api/v0002/device/types"", deviceType)

        if r.status_code == 201:
            return DeviceType(apiClient=self._apiClient, **r.json())
        else:
            raise ApiException(r)","Register one or more new device types, each request can contain a maximum of 512KB.","s the to for and or from an of_.._.__['[[-()[)[.,],])'])()) ))))'))])) componenta by datetime self is in a None False('( (end raise that",13.267115461877202
"summarize: def analysis2(self, morf):
        """"""

        """"""
        analysis = self._analyze(morf)
        return (
            analysis.filename,
            sorted(analysis.statements),
            sorted(analysis.excluded),
            sorted(analysis.missing),
            analysis.missing_formatted(),
            )",Analyze a module.,"=_. thename to not all andsidtypeRetrieve( ( an of a, for build on in' or is ==(' None representingkwargsSetAddformat c fromThekey -CalculateRuns param self",12.904444641781032
"summarize: def eval(self, operator, simulator=None):
        """"""""""""
        def getVal(v):
            while not isinstance(v, Value):
                v = v._val

            return v

        operands = list(map(getVal, operator.operands))

        if isEventDependentOp(operator.operator):
            operands.append(simulator.now)
        elif operator.operator == AllOps.IntToBits:
            operands.append(operator.result._dtype)

        return self._evalFn(*operands)",Load all operands and process them by self._evalFn,s to a the an of for and or from in_.._.__intfloatboolTrueFalseNonestrlistinfodebugwarningwarnsignal signal statstat window rect canvas redis sending another processing thread control channelchannelactionactionssegmentsa,9.343545382435499
"summarize: def annotated(func, name=None):
    """"""
    """"""

    if hasattr(func, 'metadata'):
        if name is not None:
            func.metadata = AnnotatedMetadata(func, name)
        return func

    func.metadata = AnnotatedMetadata(func, name)

    func.finalizer = False
    func.takes_cmdline = False
    func.decorated = False
    func.context = False

    return func",Mark a function as callable from the command line.,"=_ a s thename for. of in to, or2 and if( ( self an'""""Calculate Retrieve throughRunsmographysummarizeAddSetzesUpdatedirformatself all on by-':): un",8.160377005396501
"summarize: def enum(*sequential, **named):
    """"""
    
    """"""
    #: build enums from parameter
    enums = dict(zip(sequential, range(len(sequential))), **named)
    enums['map'] = copy.copy(enums)
    #: build reverse mapping
    enums['rmap'] = {}
    for key, value in enums.items():
        if type(value) is int:
            enums['rmap'][value] = key
    return type('Enum', (), enums)",Build an enum statement,"=_ a s the to. all from of- Retrieve( ( this anself and' in for CalculateAddRuns NoneSettime isname'"""" """""""""""" summarizeimlane self or withficiency throughUpdatezes representing",7.81249949990952
"summarize: def display_svg(*objs, **kwargs):
    """"""
    """"""
    raw = kwargs.pop('raw',False)
    if raw:
        for obj in objs:
            publish_svg(obj)
    else:
        display(*objs, include=['text/plain','image/svg+xml'])",Display the SVG representation of an object.,"s the a an of to for and or from in_.._.__().].'].').'),'))'])()) ))))))))),),],'],']']:():: processing another multiple ordered generator functions ranges rules rulerulerequest",8.902020544616624
"summarize: def retrieve_pwd_from_config(msg, cfg):
    """"""
    
    """"""
    msg_type = msg.__class__.__name__.lower()
    key_fmt = msg.profile + ""_"" + msg_type
    pwd = cfg.pwd[key_fmt].split("" :: "")
    if len(pwd) == 1:
        msg.auth = pwd[0]
    else:
        msg.auth = tuple(pwd)",Retrieve auth from profile configuration and set in msg.auth attr.,"=_ a and thes to for all by. of in an ( ( [RetrieveCalculateparamvalue '' """" radix summarizeRunszes throughliciesUpdate None get self-isReturnmographyAddrers / status",13.860968904451179
"summarize: def list_resource_extension_versions(self, publisher_name, extension_name):
        '''
        
        '''
        return self._perform_get(self._get_resource_extension_versions_path(
                                    publisher_name, extension_name),
                                 ResourceExtensions)",Lists the versions of a resource extension that are available to add    to a Virtual Machine.,=_ the a s'and in. of to for Retrieve None((' ( self all from'- assert zesCalculatesummarizesivelyRunsliciesSet associatedAdd ioctl through anokieskwargsfilefiles that / status,15.55884685306362
"summarize: def create_event_datetimes(options, config):
    """"""
    
    """"""

    now = datetime.datetime.now()

    return {
        ""start"": {
            ""dateTime"": (now + datetime.timedelta(minutes=int(config[""start""]))).strftime(DT_FORMAT),
            ""timeZone"": options.timezone,
        },
        ""end"": {
            ""dateTime"": (now + datetime.timedelta(minutes=int(config[""end""]))).strftime(DT_FORMAT),
            ""timeZone"": options.timezone,
        },
    }",Create event start and end datetimes.,"=_ a s the to. of an allname for ((' ( [ Retrievetimefile' in,- and'"""" NoneRunssummarize Calculatereplace): from or on notAddformat c thatkwargs throughsively",6.850373106945631
"summarize: def ifftr(wave, npoints=None, indep_min=None, indep_max=None):
    
    """"""
    return real(ifft(wave, npoints, indep_min, indep_max))","r""""""  Return the real part of the inverse Fast Fourier Transform of a waveform.","=_ a. thes and to in nameparam ' RetrieveCalculate( (liciesrersRunsdirkey ofaddreturn from-', allzes NoneAddsummarize TakeSetmographyUpdate(): statusformat self for",14.929807425731143
"summarize: def add(self, obj):
        '''
        
        '''
        if self.null_session:
            return
        self._init()
        pk = obj._pk
        if not pk.endswith(':None'):
            self.known[pk] = obj
            self.wknown[pk] = obj",Adds an entity to the session.,"=s. the to all an of _ _Retrieve ((' None self a andnamekey in,'"""" summarizeCalculateRuns ingredient throughAddkwargs(): -' this from or is arererszesitope representing",9.148112085445138
"summarize: def _sort_tensor(tensor):
  """"""""""""
  sorted_, _ = tf.nn.top_k(tensor, k=tf.shape(input=tensor)[-1])
  sorted_.set_shape(tensor.shape)
  return sorted_",Use `top_k` to sort a `Tensor` along the last dimension.,"timea=_ a. the to that of andsid, all'"""" Retrieve ficiencyzes docutils:': at into with by data text get str selfCalculateDAP(('(_okiesmography throughisnum NoneRuns",7.910384176591763
"summarize: def is_running(process):
    '''  '''
    try:
        pgrep = sh.Command('/usr/bin/pgrep')
        pgrep(process)
        flag = True
    except sh.ErrorReturnCode_1:
        flag = False
    return flag",`pgrep` returns an error code if no process was found,"retrieve determine infer serialize datetimedatetimepathnames and or from for of an the all any numnrb a to by using were is'""""",8.909156619417459
"summarize: def discrete_likelihood(data, xmin, alpha):
    """"""
    
    """"""
    if not scipyOK:
        raise ImportError(""Can't import scipy.  Need scipy for zeta function."")
    from scipy.special import zeta as zeta

    zz = data[data>=xmin]
    nn = len(zz)

    sum_log_data = np.log(zz).sum()

    zeta = zeta(alpha, xmin)

    L_of_alpha = -1*nn*log(zeta) - alpha * sum_log_data

    return L_of_alpha",Equation B.8 in Clauset,"s to a the an of for and or from in_.._.__intstrNoneFalseTrue 10 200 204 errerrerrorwarningwarninfodebugexecuteselectspantokenworddepthdimension'))))),],]),)),)):):",5.949694344726502
